Algo | QType | QID | Count | Hash | Time_ms | Mem_MB | Nodes
CPAMBB | Range_Small | 0 | 13 | 77370775039 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 1 | 32 | 53711026007 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 2 | 22 | 129856243729 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 3 | 23 | 125861566061 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 4 | 12 | 62231256115 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 5 | 8 | 24044512384 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 6 | 7 | 30210729085 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 7 | 25 | 137139152206 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 8 | 20 | 69205439825 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 9 | 22 | 111590590455 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 10 | 5 | 10444192042 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 11 | 159 | 1224908840390 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 12 | 27 | 152094047076 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 13 | 64 | 498902711018 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 14 | 9 | 62398590491 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 15 | 9 | 42692757318 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 16 | 17 | 94167736767 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 17 | 17 | 54936443278 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 18 | 91 | 300755550064 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 19 | 11 | 49462926783 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 20 | 40 | 276082178268 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 21 | 8 | 20530185936 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 22 | 15 | 121533916642 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 23 | 41 | 316751500055 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 24 | 24 | 85875862369 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 25 | 23 | 109186965647 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 26 | 19 | 86547374841 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 27 | 17 | 135957155180 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 28 | 19 | 76366734289 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 29 | 6 | 39220518399 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 30 | 24 | 119721156575 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 31 | 9 | 38807608900 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 32 | 43 | 326466680123 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 33 | 43 | 197983429584 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 34 | 47 | 335607728439 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 35 | 26 | 119038116735 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 36 | 26 | 144321353783 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 37 | 7 | 27834564444 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 38 | 22 | 93085338743 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 39 | 23 | 144058810345 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 40 | 9 | 65014688263 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 41 | 30 | 236699744426 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 42 | 20 | 144042841331 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 43 | 26 | 109746726127 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 44 | 17 | 118507044284 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 45 | 421 | 3596916433530 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 46 | 13 | 55049055046 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 47 | 17 | 67184759025 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 48 | 198 | 1993098198593 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 49 | 30 | 213510504440 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 50 | 28 | 180664455452 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 51 | 33 | 170949516973 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 52 | 27 | 113726440350 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 53 | 33 | 234478734443 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 54 | 261 | 2512873875977 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 55 | 30 | 141023065508 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 56 | 74 | 690193354441 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 57 | 9 | 39700892006 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 58 | 9 | 70594327845 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 59 | 12 | 77427663192 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 60 | 14 | 82032329885 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 61 | 72 | 610685637097 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 62 | 35 | 222736003842 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 63 | 12 | 67037267883 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 64 | 23 | 160937214155 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 65 | 29 | 175744685654 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 66 | 16 | 114527890192 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 67 | 24 | 79451503086 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 68 | 12 | 62455255635 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 69 | 28 | 118567150726 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 70 | 23 | 96914505325 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 71 | 10 | 45787739933 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 72 | 8 | 34163189116 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 73 | 56 | 367092482539 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 74 | 21 | 115889080538 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 75 | 193 | 1755647993200 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 76 | 57 | 373217383685 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 77 | 6 | 36791632285 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 78 | 14 | 64679200958 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 79 | 7 | 29419315026 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 80 | 32 | 169159433677 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 81 | 19 | 76911222342 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 82 | 26 | 180448329139 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 83 | 6 | 25235680887 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 84 | 12 | 75262948400 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 85 | 12 | 75701376608 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 86 | 22 | 102617147316 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 87 | 52 | 420258724433 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 88 | 68 | 444090789253 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 89 | 16 | 67378291398 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 90 | 7 | 54446188559 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 91 | 39 | 123941598136 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 92 | 97 | 788216769559 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 93 | 95 | 888546835556 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 94 | 938 | 8286210346609 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 95 | 17 | 40305951284 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 96 | 17 | 95793647740 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 97 | 15 | 48307626664 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 98 | 5 | 24701734710 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Small | 99 | 13 | 81801958022 | 0.00392 | 1065.74 | 0
CPAMBB | Range_Med | 0 | 398 | 3374654384105 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 1 | 573 | 3093935162452 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 2 | 1172 | 9850401987632 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 3 | 2764 | 23675143764724 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 4 | 1057 | 5327938622223 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 5 | 259 | 1392249812552 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 6 | 1657 | 14692432068357 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 7 | 5897 | 47488829284485 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 8 | 315 | 1866377199302 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 9 | 140 | 893160715037 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 10 | 8834 | 76791772726658 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 11 | 251 | 2102428832702 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 12 | 1701 | 12251361224759 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 13 | 13289 | 122857637720514 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 14 | 863 | 5315628804962 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 15 | 850 | 4496800071685 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 16 | 802 | 3870229672608 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 17 | 212 | 1094747251279 | 0.0326467 | 1065.74 | 0
CPAMBB | Range_Med | 18 | 2319 | 18257651063490 | 0.0326467 | 1065.74 | 0
